id,polarity,tidy_tweets
2062325265 , 0,want move london
1467990530 , 0,time warp without
2216605801 , 0,wait taylor swift follow could messag wish would sure wont want talk soooooo
2070050937 , 0,realli work mcdonald
1759088692 , 4,watch belong video taylor swift amaz love idol
1978842347 , 4,orlando faith laker true laker
2053704763 , 4,tell xbox twitter ticker popup that would sweet
2177334527 , 4,haha realiz today say quot back home quot quot england quot like prioriti
2070347245 , 4,listen love stori taylor swift sing along
1978906868 , 4,youtub facebook
1823319180 , 4,devil champion england time next stop titl
1932364070 , 4,year lebron jame hahaha
2188469473 , 4,hum quot stephen quot taylor swift
1467935037 , 4,love today
1468021347 , 4,earlier darker sight sound subscrib blog googl reader yummmminesssssss
1880879216 , 4,http twitpic 5oll7 board mini store mini england come
2071912256 , 4,rockstar back home freshen other watch magic laker game celebr sweden rock florida
1957670561 , 4,go london today wooooo go take lot pictur facebook them when tweet that back okay
2066791269 , 4,go picnic watch game laker magic seri laker
1468007617 , 4,think kelli clarkson album pump player week
1468021270 , 4,what awesom grate bless know
1976012690 , 4,dude pic soon prolli facebook
1691089560 , 4,like kobe gunn laker cav final
1978392943 , 4,first show done look forward laker magic final
2070088074 , 4,http twitpic 6vb49 lanc great brother idol beat breast cancer
1559070007 , 4,carri girl brazil love come visit have nice
1467987350 , 4,nice contract extend anoth month
1994653836 , 4,well best news time brazil mcfli http zp3if look boy
1882358244 , 4,nicol glad love sydney amaz work night look forward come back
1824427928 , 4,know owner ultim ipod thank music collect quit seriou that good night folk
1971825496 , 4,join iphonedom love
2063164137 , 4,just download taylor swift bauer hook
2052940465 , 4,think london surviv believ less year graduat london here come
1752749091 , 4,total golden girl show
1997963956 , 4,great time
1831259934 , 4,laker time magic celt
2053234719 , 4,taylor swift song make happi know haha
2055617579 , 4,starbuck soon bride sister
1467951978 , 4,go sunshin coast thursday pretti awesom updat
1960351165 , 4,follow welcom twitter mum
2060277033 , 4,instead told mcdonald hahaha
1467952934 , 4,home time chelsea late
2180623876 , 4,think awesom vote tweeterwal keep work
1467822283 , 4,thank twitter sunisa meet show area sweetheart
1967963080 , 4,laker babyy boy work tonight
1791744579 , 4,demi deff brazil paulo show stage excit
1976960923 , 4,anyon els love fact even play tonight trend topic
1976961279 , 4,work go shall ttyl project starbuck date soon
2188615777 , 4,girl contempl go vega concert well part haha
1986945698 , 4,awww that like mcdonald girl love smile
1969959831 , 4,think even coolest geek insid wait patient
1998858304 , 4,honey page within vote obama rock grass skirt
1468036672 , 4,nice pic such cute famili
1467972403 , 4,goodnight take care
1467952308 , 4,make look good photo
1686285768 , 4,gonna absolut love jona hahahaha boy wrong
2065608954 , 4,watch green year wait brazil billi tri learn portugues
1985646530 , 4,sooo excit bought ticket taylor swift ahhhhhh
2011928741 , 4,like see presid obama visit guy
1467841943 , 4,congrat follow almost time
1467972949 , 4,heard contest congrat girl
2032716210 , 4,great took vacat today order attend execut committe meet tonight obama make proud
2181521610 , 4,thank donna
1834752708 , 0,starbuck schooll last monday middl school
1978826536 , 4,see august woot woot first concert corbin bleu drake bell
2176417861 , 0,feel stomach hurt go lunch watch oprah clock make feel better
2252134609 , 0,work again today week sick starbuck
1467824911 , 4,love chocol milk yeah
1880801549 , 4,vote like time
2197128859 , 0,worri xbox live downtim today realiz also netflix
1467953820 , 4,lie babe
2248861114 , 0,watch wait headach away last
2192019323 , 4,england trip updat stoneheng head london
1467917606 , 4,found great chines place hang
1468000014 , 0,just done watch hous episod definit saddest episod ever
1467843568 , 0,intend finish edit page novel manuscript tonight probabl happen page left
1467843590 , 4,just martini
2232391007 , 0,go vega want seattl
2051019953 , 0,doctor told stop caffin like coffe fanat everytim pass starbuck
1467943375 , 0,time work sick
1573415270 , 0,want keep follow repeat tweet outta control
1467872181 , 0,know right dunno go twitter
2064920886 , 0,facebook load
1977024016 , 0,wrong lebron jame
2016132198 , 0,wish xbox get error send xbox germani fix free rather light time
1932449874 , 0,guess mean cav championship shirt
1695769298 , 0,believ wait thursday cav play
1982122434 , 0,realli want bondi beach sydney jealou peopl australia
2001412953 , 4,get stuff readi super awesom sydney meet john green excit
2061283828 , 4,give good song ipod pleas
1467893275 , 0,michigan know sigh shame
1468021275 , 4,feat engin make everi parti
1468018434 , 0,phoneless sleep
1468053804 , 0,quot reader quot make
2002850941 , 0,facebook friend piss tweet
1468038892 , 4,love quot cello cave quot converg glad find twitter keep awesom
1467856632 , 0,deal websit
2063825847 , 0,desper need iphon money srsli need phone work itun money
2215772885 , 0,hahaha wish could come work boooo
1467994306 , 0,tire work need life
1467953686 , 4,back school more school week
1468004846 , 0,heartbroken littl sandra prayer famili
2062001110 , 0,oooh dowri anoth topic debat day confus fail miser attempt
1880343315 , 0,dang sydney show sold driver didnt ticket angel swoooooooon x10000000
1468010236 , 0,home spring break home
2237582812 , 0,rememb never mcdonald anymor becaus cancer tast horribl
2203144075 , 0,nasa manag decid postpon launch space shuttl endeavour hydrogen leak
2056788868 , 4,share latt back starbuck
2188643511 , 0,mannn went mcdonald credit card system mcdonald
1556531135 , 4,think iphon think thing next song cake surviv thank
1981860855 , 0,hayfev attack come
1961216071 , 4,sussex england absolut love
2190389353 , 4,writin page note media exam afternoon listenin keith urban taylor swift dierk bentley
1467916959 , 0,announc stay late last night
1977375510 , 4,time break howard puppet lebron
2250980414 , 0,want king blue quot electr ballroom quot london crush hate year look like
1468021796 , 4,ahhh alright thank congrat team today
2066338403 , 0,down nasti fever
2184738503 , 4,watchin oprah workout time need butt back workout routin
1990349229 , 4,tomorrow birthday right tell happi bday go oprah
2193005920 , 0,word caution would mcdonald free coke cup collect glass color brown purpl
1770888437 , 0,abl go taylor swift concert
2057916905 , 0,go warsal mean church morn dont church think impor cancer
1972918352 , 4,still recov longg morn yesterday today show taylor swift funn
1467935515 , 4,wish cool
1932994382 , 4,just back market market bought memori card alreadi
2003160052 , 4,train london anoth train bestest friend
2323220582 , 0,watch game youtub need come seri alreadi fuckin havin wait shit load
2250490184 , 0,long night feel terribl went work headach muscl ach quot crappi quot feel sucki
1976986912 , 0,lebron fuck suck
1468063614 , 0,innoc sell
1825825009 , 4,do beat bridg race seattl morn should beauti
1967639041 , 4,made even starbuck barista compliment hamsa scarf when heard design sell etsi quot quot
1467954088 , 4,congratul make happi
1468038035 , 4,good morn sound chirpi
1468020773 , 4,good post
2052262229 , 4,major blast past peep today twitter facebook
1833833214 , 4,best quot want fall love quot song today taylor swift fearless ahuhuhu
2184509122 , 4,birthday gift took starbuck first time she give thumb
1467952869 , 4,still coffe happi tuesday jeff dunham achm dead terrorist tonight
2002133742 , 4,thi friday june friday argh which websit excit
2006147356 , 4,interest plan confer might custom good
1469474592 , 4,sound good nation beer http tinyurl cspspj
1991889316 , 4,starbuck what favorit drink gotta tell dunkin donut
1957530518 , 4,follow friendliest forthcom peopl twitter love cav stay
1999984683 , 4,ouuu cant wait hope kingdom heart made instead normal caus much better
1467824606 , 4,morn tweetland long ahead hope everyon great
1467825008 , 4,look person like strawberri go becom coach soon
1824179844 , 4,love miley cyru taylor swift theyr music alway make feel better
1557920187 , 4,look mention tweet twitter found have gloriou
1678632204 , 4,tweet could would presid obama ask becom czar youth empower
1467935297 , 4,yeah guy total bring dublin parti would love compani
1984414823 , 4,home sweet home long bennett much origin obama quot hope quot pictur paint newspap
1999911184 , 4,psych starbuck card thank lynn
2068477071 , 4,http twitpic 6ubr9 woooho better better watch video youtub right haha
1822505920 , 4,gurl great show
1827641697 , 4,goodmorn cali vega famili
1467844572 , 4,stori life includ magic fountain
1985646830 , 4,connect pretti good sydney today mayb come visit
1976993511 , 4,heckl lebron fan sportsbook sweet
1956570596 , 4,tempt hope capcom follow releas
1467987423 , 4,well case know mean hahaha love good __________ fill blank role choic
2068872166 , 4,watch funni youtub vido
2006668085 , 4,love taylor swift song renew love last kiss pearl
2066465259 , 4,know love song hello seattl
1831375172 , 4,glad disappoint laker destroy
1467825631 , 4,tell finish crunch step diddi let
1824545878 , 4,hahahahahaha serious well wait michel someth mcdonald sonic either good
2178861016 , 4,want pic facebook album futur
2015235281 , 4,kenni welcom twittervil readi wast ton hour live
1970445208 , 4,anoth gorgeou england isnt alway
2064642004 , 0,depress back england brilliant weekend brilliant cousin look realli nice wed
2017010860 , 4,want straight south brazil heard averag temperatur celsiu
2243867812 , 0,ughhhhhhh youtub quot mainten quot total middl watch someth
2204731063 , 0,your iphon ship appl hold order friday anyway
2262408251 , 0,argh megan sydney hang tonight
1548835198 , 4,sweet dream good quot tweet quot
1979823631 , 0,youtub link isnt avali england
1932328598 , 4,inspir hard work luck youtub
1977017912 , 0,magic gosh lebron
2182331077 , 4,bestest london domin
1969290347 , 4,laker go final hope lebron cav would ultim final
2014621536 , 4,close dream lineup will watch final show msia youtub
2182150928 , 4,go london next week
2065816707 , 4,love drunk pic facebook
1975201320 , 4,hound cav game rise
2066135472 , 4,readi tonight
1974943406 , 4,matt came visit canton dinner prolli stop somewher drink cav
2052807447 , 4,play sing taylor swift piano write realli beauti song
1965334683 , 4,laker kick nugg haha
1977108073 , 4,those pick cav awwww quiet nananana nananana goodby
1553707468 , 4,total own3d congrat http digg d1p1zg
2176614896 , 4,bookin hotel sydney week juli hehe yess
2006531451 , 4,roll window listen music enjoy england weather
1834663152 , 4,good hear take student sydney join lunch dinner
1468037085 , 4,upload pic sunday night good night lot know boyfriend sister better
2000559989 , 4,sawzi help pack vega
1467972810 , 4,hang emili love wonder
1467918741 , 4,home hmmm love degre weather
1994183649 , 4,know broke edg vega happi year brahhh
1467988329 , 4,eat chocol crakl jelou mini parti
1977703716 , 4,sydney aquarium best place world when your done walk bridg mall
1467824118 , 4,yayyy request herrr
2064782474 , 4,alway back
1677379352 , 4,obsess taylor swift album talent
1468036801 , 4,sleep magnet mattress http hpnri night sweet dream
1467842887 , 4,thank special
1467918126 , 4,hahaha nail hehe help flip magazin page
1988781667 , 4,taylor swift quot quot twilight haha expect twilight miley cyru
1467919722 , 4,go kenya august day tumaini intern love cute aid orphan excit
2055490922 , 4,think come south america argentinian brazilian fan go crazi hahaha pleas repli
1468023239 , 4,almost wait wade hehe
1976321567 , 4,yeahh email ship blanket extra thank sooo much
1687763084 , 4,that love cav wink wink
1468006735 , 4,done prepar start revis signal system exam today wish luck peopl
1467844374 , 4,thank kind word appreci have great night
2071947594 , 4,whoo laker breath haha
2071326863 , 4,twatlight loool know relat rain haha that wanna move england alway cold
1467951426 , 4,like hair think realli suit
1961861525 , 4,cant wait laker game 2nite
1833475776 , 4,home soccer mcdonald sooo good
1467936177 , 4,dianna cool recent start twitter
1978082061 , 4,gosh love taylor swift least creepiest well mayb
1956451833 , 4,awsom
1972193105 , 4,target ship thing london thank much demi she amaz
1955881910 , 0,nooo demi seattl day leav
2241455813 , 0,wish rain host parti morn hurri indoor instead
2203291060 , 0,launch nasa suck share pain
1468035969 , 0,feel unlov drop tweeter
1957301890 , 4,total look forward adventur tomorrow laker hood saywhha night kidzz
1468006789 , 4,thank follow
1467972493 , 0,beso hollywood tire
2186010854 , 4,yayi just ticket what happen vega tour
1985636459 , 0,miss taylor swift special caus work
2062615979 , 4,have surpris when come london wait seeya
2241991093 , 0,drop iphon horribl scratch think tri commit suicid know
2233230835 , 0,wife wed surgeri complic grandpa pass away today run fever week
1467890079 , 0,stillllll arriv
1823969546 , 4,think musician releas instrument version previou album like taylor swift love instrument version
1467981584 , 0,tire feel like crap world feel crummi make happi disco mous
1678941064 , 0,okay comput offici hate internet render vid soni vega
1976468642 , 4,moment away end year wait back final sorri lebron chanc last year turn
2214434036 , 0,good morn final fever along cold might skip rehears tonight thi sucl
1985569068 , 0,just listen ipod climb batri
1822359201 , 0,massiv headach
1467820206 , 0,strang lilo samro break
2185067138 , 0,promot pretti bore gonna miss peopl fuckin sick head hurt fever
1467982039 , 0,true
1468060774 , 0,feel well mommi
1554518532 , 0,hope sinc friend make call destroy
1468024387 , 4,go pick anniversari today
1469955844 , 4,spangli 3000 today mystic silver copi resist retribut happi bunni
1932699900 , 0,slow unproduct work today guess marvel ultim allianc
2236747393 , 0,tgif long long first week back work wish line iphon http tinyurl muu2rr
2001350611 , 0,damn xbox let much realli cost vega
1468048178 , 0,want sleep
1468006048 , 4,thank
1565434119 , 0,work readi start miss babi alreadi what go without day vega
2174569897 , 0,anyon use their latest version updat still allow respons statu
2175852153 , 4,gunna shop london rock shop
1752606312 , 0,awww work iphon hurri youtub
2000611233 , 0,cancer
2015302631 , 0,drop england team
1975317482 , 0,southend tommorow support peopl race life marathon cousin aunti run grandad die lung cancer
1833746999 , 4,great dwight pray also cav
2052006438 , 0,tire cancer walk readi
2298313138 , 0,jealou stuck insid how london
2175019150 , 0,facebook make
1795355626 , 0,wish gotten butt obama today draggin work didnt pancak
1468022707 , 0,earthquak itali made pic news terribl
2254764018 , 0,headach
1976991501 , 0,cav arent offens cant dont make shot think wrap
1467856044 , 0,crazi wind today bird http 1xtti
1973588535 , 4,wait stuff littlebigplanet portabl
2052352736 , 4,welcom back email earlier morn stuff speak real soon what time vega
1556588646 , 4,guy check fred youtub favorit youtub star
2211603056 , 0,demi want show brazil come back miss
1467927016 , 0,upset miss chat quiz onlin free internet ceas
2067069136 , 4,readi watch twilight meredith ipod
1467917902 , 4,like use project
1983855776 , 0,stick main road that said lost ipod jog dark find rather upset
2207654001 , 0,josiah leme lost battl cancer yesterday such amaz woman hope show
2197389419 , 0,need starbuck yeah
1468023130 , 4,head tomorrow open shop freddi eddi
1467995609 , 0,asleep hour
1753789771 , 0,project gotham race xbox
1467951332 , 4,go dannii parti gona dress giant duck yaay
2061652623 , 4,want sooooo cool
1998009545 , 0,regga night sway grrr mightyxtra know thing advanc
1679041724 , 4,goshh open jona brother wembley london 15th june
2192247079 , 0,clearli laker hater just
2233988094 , 0,poor salsal hug headach short site ness dont wear glass focu long distanc
2240323258 , 0,where dotp afford xbox360
2033941885 , 0,notic right majorli swollen damn fever must shock news david carradin die
2175551416 , 4,amaz laker mission complet
2326452691 , 0,that exact starbuck drink starbuck found
1957240319 , 4,sure tell project receiv fund that great news
1965856967 , 0,sorri good make feel better know beat oprah twitterworld
2326900290 , 0,sinc offici broke everyon know
2204669012 , 0,pretti sure short drink size mcdonald glass theatr soon
2053620671 , 0,need starbuck
1467987413 , 4,wake nespresso
2211049673 , 0,plane franc crash french brazilian die
1468037681 , 4,wine feijoa sorbet muffin chutney larg tree alway open suggest
2072117490 , 0,damn laker want orlando
1468051061 , 0,autograph shout record though comput dead listen
1467918533 , 4,amaz night dalla advanc product class happi birhtday
1556793317 , 4,play
2053519678 , 4,best taylor swift
1976869280 , 4,plot like mike game plan pass ball lebron time dont foul certainli haha cav goooo
1963552290 , 0,hayfev struck thought go avoid year nooo remedi anyon
2203872564 , 0,youtub upload video yesterday
1977881484 , 0,cancer suck worst part see chemo side effect littl girl
2236887951 , 0,aunit made mean comment said miss
2000270661 , 4,xbox live
1467844261 , 4,hair blue
1467873828 , 0,treati defin
2184976507 , 0,dont wanna club
2203187280 , 0,wish go laker parad gotta stay grind oper diego
1956389463 , 0,xbox rrod time alreadi damn micro
1970531298 , 0,sticker fall breast cancer sticker danni parti stuck phone
1967954696 , 0,obama imag rape ghraib quot particularli sensat quot surpris militari cool rape
1695725313 , 0,knooww watch marley oprah sick cri
1978360280 , 0,epic loss disappoint lebron sink anyth second half
2220983459 , 0,fever tire
1760209183 , 0,sorri someth get facebook stuff tweet
2016870802 , 4,love theft amaz they open taylor swift back last year miss
1996461050 , 4,realli happi taylor swift tom shoe today
1996399755 , 4,back sydney hug everyon
